,REPORTED_TERM,DESC_CODED,LLT_NAME_COMPL,PT_NAME_COMPL,HLT_NAME_COMPL,HLGT_NAME_COMPL,SOC_CODE,INC_CODE_J,ART_CODE,INC_CODE
28275,"THE SEIZURES FREQUENCY AND DURATION WERE REDUCED AS WELL AS THE NUCHAL RIGIDITY, FLAT BOARD, AND TRISMUS WERE IMPROVED.",Drug effective for unapproved indication,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10079317,10079317,10079317
28330,CARVEDILOL CONTRAINDICATED IN PATIENTS WITH LIVER DYSFUNCTION,Contraindicated product administered,CONTRAINDICATED DRUG ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10074899,10078504,10074899
28389,FREE FLUID IN ABDOMINAL PELVIC CAVITY,Intra-abdominal fluid collection,INTRA-ABDOMINAL FLUID COLLECTION,INTRA-ABDOMINAL FLUID COLLECTION,PERITONEAL AND RETROPERITONEAL DISORDERS,PERITONEAL AND RETROPERITONEAL CONDITIONS,10017947,10078659,10078659,10078659
28442,OVER SEDATION,Sedation complication,OVERSEDATION,SEDATION COMPLICATION,ANAESTHETIC AND ALLIED PROCEDURAL COMPLICATIONS,PROCEDURAL RELATED INJURIES AND COMPLICATIONS NEC,10022117,10033305,10079741,10033305
28461,REFRACTORY GRAFT-VERSUS-HOST DISEASE,No therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
28513,POSTPRANDIAL HYPOGLYCAEMIA (GLUCOSE BETWEEN 2.3 AND 4.2 MMOL/L),Postprandial hypoglycaemia,POSTPRANDIAL HYPOGLYCAEMIA,POSTPRANDIAL HYPOGLYCAEMIA,HYPOGLYCAEMIC CONDITIONS NEC,GLUCOSE METABOLISM DISORDERS (INCL DIABETES MELLITUS),10027433,10059035,10059035,10059035
28527,MULTI-ORGAN FAILURE,Multiple organ dysfunction syndrome,MULTI-ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028154
28629,NO RESPONSE TO TREATMENT WITH OPIOIDS AND ANTI-HYPERTENSION MEDICATIONS,no therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
28648,SCLEROSING ESOPHAGITIS WITH IGG4-POSITIVE PLASMA CELL INFILTRATION,Immunoglobulin G4 related disease,IMMUNOGLOBULIN G4 RELATED DISEASE,IMMUNOGLOBULIN G4 RELATED DISEASE,CONNECTIVE TISSUE DISORDERS NEC,CONNECTIVE TISSUE DISORDERS (EXCL CONGENITAL),10028395,10077271,10077271,10077271
28690,HYDROXYCHLOROQUINE AND MYCOPHENOLATE USED FOR DERMATOMYOSITIS,Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
28702,MILD LV DILATION,Left ventricular dilatation,LEFT VENTRICULAR DILATATION,LEFT VENTRICULAR DILATATION,MYOCARDIAL DISORDERS NEC,MYOCARDIAL DISORDERS,10007541,10050043,10050043,10050043
28738,NOT ABLE TO MOVE OR WALK INDEPENDENTLY FOR THE LAST 5 MONTHS,Gait inability,UNABLE TO WALK,GAIT INABILITY,GAIT DISTURBANCES,GENERAL SYSTEM DISORDERS NEC,10018065,10017581,10017581,10049278
28758,SPRUE-LIKE ENTEROPATHY ASSOCIATED TO TAKING OLMESARTAN,Sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
28760,NECROTIZING GRANULOMATOUS INFLAMMATION/LYMPHADENITIS,Granulomatous lymphadenitis,NECROTIZING GRANULOMATOUS LYMPHADENITIS,GRANULOMATOUS LYMPHADENITIS,LYMPHATIC SYSTEM DISORDERS NEC,"SPLEEN, LYMPHATIC AND RETICULOENDOTHELIAL SYSTEM DISORDERS",10005329,10058540,10078494,10058550
28846,JOINT CREPITATION,Joint crepitation,JOINT CREPITATION,JOINT NOISE,JOINT RELATED SIGNS AND SYMPTOMS,JOINT DISORDERS,10028395,10051374,10074329,10051374
28955,"PATIENT REQUIRED PREDNISONE, NAPROXEN, CHLOROQUIN DURING BREAST-FEEDING (EXPOSURE DURING BREAST FEEDING WITH NO ADR)",Maternal exposure during breast feeding,EXPOSURE DURING BREAST FEEDING,MATERNAL EXPOSURE DURING BREAST FEEDING,"EXPOSURES ASSOCIATED WITH PREGNANCY, DELIVERY AND LACTATION","EXPOSURES, CHEMICAL INJURIES AND POISONING",10022117,10071402,10080752,10071402
29068,MUTLIPLE ORGAN FAILURE FOLLOWING TUBERCULOUS MENINGOCEPHALITIS,Multiple organ dysfunction syndrome,MULTI ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028151
29276,FIXED DRUG ERUPTION DUE TO FLUCONAZOLE,fixed drug eruption,FIXED DRUG ERUPTION,FIXED ERUPTION,DERMATITIS ASCRIBED TO SPECIFIC AGENT,EPIDERMAL AND DERMAL CONDITIONS,10040785,10016740,10016741,10016740
29294,FUROSEMIDE TAKEN FOR WEIGHT LOSS,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
29346,"USED FOR COUGH,WITH SUBJECTIVE IMPROVEMENT ALMOST IMMEDIATELY AND ABILITY TO SLEEP FOR HOURS UNINTERRUPTED",Drug effective for unapproved indication,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10079317,10079317,10079317
29366,BACLOFEN USED FOR HYPOMYELINATING DISORDER,Product use in unapproved indication,PRODUCT USE IN UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10076476,10076476,10076476
29376,FOLIC ACID TAKEN FOR SEROPOSITIVE RHEUMATOID ARTHRITIS,Drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
29396,MULTIPLE ORGAN FAILURE,multiple organ failure,MULTIPLE ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028237,10077361,10028237
29415,PROCEDURAL PNEUMOTHORAX,procedural pneumothorax,PROCEDURAL PNEUMOTHORAX,PROCEDURAL PNEUMOTHORAX,CARDIAC AND VASCULAR PROCEDURAL COMPLICATIONS,PROCEDURAL RELATED INJURIES AND COMPLICATIONS NEC,10022117,10077574,10077574,10077574
29474,HEPATITIS B REACTIVATION,Hepatitis B reactivation,HEPATITIS B REACTIVATION,HEPATITIS B REACTIVATION,HEPATITIS VIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10058827,10058827,10058827
29517,LOSS OF AMBULATION,Unable to walk,UNABLE TO WALK,GAIT INABILITY,GAIT DISTURBANCES,GENERAL SYSTEM DISORDERS NEC,10018065,10049278,10017581,10049278
29533,OGILVIE'S SYNDROME,Intestinal pseudo-obstruction,OGILVIE'S SYNDROME,INTESTINAL PSEUDO-OBSTRUCTION,GASTROINTESTINAL ATONIC AND HYPOMOTILITY DISORDERS NEC,GASTROINTESTINAL MOTILITY AND DEFAECATION CONDITIONS,10017947,10052504,10022698,10052504
29539,"ADJUSTED SERUM CALCIUM (CA), INTACT - PARATHYROID HORMONE (I-PTH) INCREASED TO EQUAL TO OR MORE THAN REFERENCE VALUE/ADJUSTED CALCIUM INCREASED/21.0",Adjusted calcium increased,ADJUSTED CALCIUM INCREASED,ADJUSTED CALCIUM INCREASED,MINERAL AND ELECTROLYTE ANALYSES,"WATER, ELECTROLYTE AND MINERAL INVESTIGATIONS",10022891,10078260,10078260,10078260
29579,FIXED DRUG ERUPTION,fixed drug eruption,FIXED DRUG ERUPTION,FIXED ERUPTION,DERMATITIS ASCRIBED TO SPECIFIC AGENT,EPIDERMAL AND DERMAL CONDITIONS,10040785,10016740,10016741,10016740
29620,HEPATITIS B VIRUS REACTIVATION,Hepatitis B reactivation,HEPATITIS B REACTIVATION,HEPATITIS B REACTIVATION,HEPATITIS VIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10058827,10058827,10058827
29627,GABAPENTIN USED FOR NEURALGIC AMYOTROPHY,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
29681,MYCOPHENOLATE MOFETIL FOR MASSIVE PNEUMONITIS,Drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
29722,COMPLETE RESPONSE AFTER SIX CYCLES OF IRINOTECAN,Drug effective for unapproved indication,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10079317,10079317,10079317
29793,CONTINUED TAKING PREGABALIN 200MG TID WITH ONLY MODEST PAIN REDUCTION,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
29925,MULTI-ORGAN FAILURE,Multiple organ dysfunction syndrome,MULTI-ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028154
29983,EPSTEIN-BARR-VIRUS-RELATED MUCOCUTANEOUS ULCERATION WITH EXPRESSION OF CD30 AND CD45,Epstein Barr virus positive mucocutaneous ulcer,EPSTEIN BARR VIRUS POSITIVE MUCOCUTANEOUS ULCER,EPSTEIN BARR VIRUS POSITIVE MUCOCUTANEOUS ULCER,LYMPHOPROLIFERATIVE DISORDERS NEC (EXCL LEUKAEMIAS AND LYMPHOMAS),HAEMATOPOIETIC NEOPLASMS (EXCL LEUKAEMIAS AND LYMPHOMAS),10029104,10079386,10079386,10079386
30070,MULTIORGAN FAILURE,Multiple organ dysfunction syndrome,MULTIORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028162
30106,FUROSEMIDE TAKEN FOR WEIGHT LOSS,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
30144,BLACK VOMITING,Discoloured vomit,DARK COLOUR VOMITING,DISCOLOURED VOMIT,NAUSEA AND VOMITING SYMPTOMS,GASTROINTESTINAL SIGNS AND SYMPTOMS,10017947,10075321,10079120,10075321
30228,CALCIPHYLAXIS DID NOT IMPROVE,No therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
30264,BENIGN INTRACRANIAL HYPERTENSION LEADING TO VISUAL LOSS,Idiopathic intracranial hypertension,BENIGN INTRACRANIAL HYPERTENSION,IDIOPATHIC INTRACRANIAL HYPERTENSION,INCREASED INTRACRANIAL PRESSURE DISORDERS,INCREASED INTRACRANIAL PRESSURE AND HYDROCEPHALUS,10029205,10004277,10078904,10004277
30289,MASSIVE THROMBOSIS OF I.V. PORT,catheter related thrombosis,CATHETER RELATED THROMBOSIS,DEVICE RELATED THROMBOSIS,VASCULAR COMPLICATIONS ASSOCIATED WITH DEVICE,COMPLICATIONS ASSOCIATED WITH DEVICE,10018065,10077456,10077455,10077456
30327,LOW DOSE ASPIRIN GIVEN FOR SLE,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
30396,LACK OF REMISSION FOLLOWING PREVIOUS THERAPIES,Therapy non-responder,THERAPY NON-RESPONDER,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10051082,10051082,10051082
30508,NOT PREVENTING PALPITATIONS WHICH OCCURED NEARLY DAILY BOTH AT REST AND EXERCISE,no therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
30541,LIMITING HER ABILITY TO PERFORM INSTRUMENTAL ADLS,activities of daily living impaired,ACTIVITIES OF DAILY LIVING IMPAIRED,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,DISABILITY ISSUES,LIFESTYLE ISSUES,10041244,10050954,10079487,10050954
30679,MULTI ORGAN FAILURE FOLLOWING STAPHYLOCOCCAL TOXIC SHOCK SYNDROME,Multiple organ dysfunction syndrome,MULTI ORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028154,10077361,10028151
30692,ACTIVITIES OF DAILY LIVING IMPAIRED,Loss of personal independence in daily activities,ACTIVITIES OF DAILY LIVING IMPAIRED,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,DISABILITY ISSUES,LIFESTYLE ISSUES,10041244,10050954,10079487,10050954
30818,NON-CIRRHOTIC PORTAL HYPERTENSION,Non-cirrhotic portal hypertension,NON-CIRRHOTIC PORTAL HYPERTENSION,NON-CIRRHOTIC PORTAL HYPERTENSION,HEPATIC VASCULAR DISORDERS,HEPATIC AND HEPATOBILIARY DISORDERS,10019805,10077259,10077259,10077259
30857,"CATAFLAM WAS USED FOR FEVER, THRILL, CHILLS",Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
30893,NEUROPSYCHIATRIC COMPLAINTS,neuropsychiatric symptoms,NEUROPSYCHIATRIC SYMPTOMS,NEUROPSYCHIATRIC SYMPTOMS,MENTAL DISORDERS DUE TO A GENERAL MEDICAL CONDITION NEC,PSYCHIATRIC DISORDERS NEC,10037175,10078497,10078497,10078497
30906,"THERE WAS A GOOD RESPONSE OF ATTACKS TO IBUPROFEN, WHICH NO LONGER HAPPENS/ NO RESPONSE",Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
31098,DRUG USE FOR UNAPPROVED INDICATION,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
31141,HIV-1 PERSISTENT VIREMIA FOLLOWING DRUG RESISTANCE DUE TO M46IM MUTATION,HIV viraemia,HIV VIREMIA,HIV VIRAEMIA,RETROVIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10077716,10077716,10077718
31185,FENTANYL USED FOR CONTROLLING HER DEPOSITIONS,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
31199,LATE HBV REACTIVATION,Hepatitis B reactivation,HEPATITIS B REACTIVATION,HEPATITIS B REACTIVATION,HEPATITIS VIRAL INFECTIONS,VIRAL INFECTIOUS DISORDERS,10021881,10058827,10058827,10058827
31375,END-STAGE LIVER DISEASE (MELD) SCALE PROGRESSIVELY WORSENED TO 34,MELD score abnormal,MELD SCORE ABNORMAL,MODEL FOR END STAGE LIVER DISEASE SCORE ABNORMAL,LIVER FUNCTION ANALYSES,HEPATOBILIARY INVESTIGATIONS,10022891,10077293,10077291,10077293
31377,ULCERS ON BOTH PALATINE PILLARS,palatal ulcer,PALATAL ULCER,PALATAL ULCER,STOMATITIS AND ULCERATION,ORAL SOFT TISSUE CONDITIONS,10017947,10077519,10077519,10077519
31386,BLEOMYCIN ADMINISTERED TO PATIENT WITH POOR RESPIRATORY FUNCTION SECANDARY TO SEVERE CHRONIC OBSTRUCTIVE PULMONARY DISEASE,Contraindicated product administered,CONTRAINDICATED DRUG ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10074899,10078504,10074899
31441,MASK LIKE FACE,Mask like facies,MASK LIKE FACIES,REDUCED FACIAL EXPRESSION,PARKINSON'S DISEASE AND PARKINSONISM,MOVEMENT DISORDERS (INCL PARKINSONISM),10029205,10026861,10078576,10026861
31461,HIGH JOHN CUNNINGHAM VIRUS (JCV) ANTIBODY INDEX,JC polyomavirus test positive,JC VIRUS TEST POSITIVE,JC POLYOMAVIRUS TEST POSITIVE,VIRUS IDENTIFICATION AND SEROLOGY,MICROBIOLOGY AND SEROLOGY INVESTIGATIONS,10022891,10068795,10070356,10068795
31515,FAILED TO RESPOND,therapy non-responder,THERAPY NON-RESPONDER,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10051082,10051082,10051082
31533,NO RESPONSE TO LIPID-LOWERING THERAPY,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
31627,NO CLINICAL RESPONSE,Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
31662,"ATRIAL FIBRILLATION PERSISTED DESPITE AMIODARONE,",Therapy non-responder,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
31664,PATIENT DID NOT IMPROVE,No therapeutic response,NO THERAPEUTIC RESPONSE,THERAPY NON-RESPONDER,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10063670,10051082,10063670
31696,AMIODARONE-INDUCED CORNEA VERTICILLATA/ AMIODARONE-INDUCED VORTEX KERATOPATHY/ AMIODARONE KERATOPATHY,Cornea verticillata,CORNEA VERTICILLATA,CORNEA VERTICILLATA,"CORNEAL STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION","ANTERIOR EYE STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION",10015919,10077604,10077604,10077604
31715,HYPOCORTISOLISM,cortisol decreased,CORTISOL DECREASED,CORTISOL DECREASED,ADRENAL CORTEX TESTS,ENDOCRINE INVESTIGATIONS (INCL SEX HORMONES),10022891,10011198,10011198,10011198
31717,"WORSENING OF TALAROMYCES (PENICILLIUM) MARNEFFEI FOLLOWING LIPOSOMAL AMPHOTERICIN B, VORICONAZOLE AND MICAFUNGIN",Penicillium infection,PENICILLIUM INFECTION,PENICILLIUM INFECTION,FUNGAL INFECTIONS NEC,FUNGAL INFECTIOUS DISORDERS,10021881,10078580,10078580,10078580
31792,RUXOLITINIB FOR THE TREATMENT OF CORTICOSTEROID REFRACTORY GRAFT VERSUS HOST DISEASE,Drug use for unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
31800,METHOTREXATE USED FOR TREATMENT OF SARCOIDOSIS,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
31805,"MULTI-ORGAN DYSFUNCTION WITH RENAL, RESPIRATORY, AND HEPATIC FAILURE FOLLOWING LACK OF DRUG EFFECT",multiorgan failure,MULTIORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028162,10077361,10028162
31841,CONATIVE FUNCTION DEFICITS AND ACTIVITIES OF DAILY LIVING DEPENDENCY,activities of daily living impairment,ACTIVITIES OF DAILY LIVING IMPAIRED,LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,DISABILITY ISSUES,LIFESTYLE ISSUES,10041244,10050954,10079487,10050954
31902,FIXED DRUG ERUPTION,Fixed eruption,FIXED DRUG ERUPTION,FIXED ERUPTION,DERMATITIS ASCRIBED TO SPECIFIC AGENT,EPIDERMAL AND DERMAL CONDITIONS,10040785,10016740,10016741,10016740
31940,FACIAL PARALYSIS,Facial paralysis,FACIAL PARALYSIS,FACIAL PARALYSIS,FACIAL CRANIAL NERVE DISORDERS,CRANIAL NERVE DISORDERS (EXCL NEOPLASMS),10029205,10016062,10016062,10016062
31953,OLMESARTAN-INDUCED ENTEROCOLOPATHY,Sprue-like enteropathy,SPRUE-LIKE ENTEROPATHY,SPRUE-LIKE ENTEROPATHY,MALABSORPTION SYNDROMES,MALABSORPTION CONDITIONS,10017947,10079622,10079622,10079622
31996,MULTIORGAN FAILURE,Multiorgan failure,MULTIORGAN FAILURE,MULTIPLE ORGAN DYSFUNCTION SYNDROME,GENERAL SIGNS AND SYMPTOMS NEC,GENERAL SYSTEM DISORDERS NEC,10018065,10028162,10077361,10028162
32032,KERATITIS HAD BEEN TREATED WITH MINOCYCLINE (DRUG USE FOR UNAPPROVED INDICATION WITH NO ADR),Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
32174,ECHOGENIC BOWEL,Fetal gastrointestinal tract imaging abnormal ,FETAL GASTROINTESTINAL TRACT IMAGING ABNORMAL,FOETAL GASTROINTESTINAL TRACT IMAGING ABNORMAL,FOETAL AND NEONATAL IMAGING PROCEDURES,FOETAL AND NEONATAL INVESTIGATIONS,10022891,10077587,10077579,10077587
32246,CONTRAINDICATED DRUG ADMINISTERED,contraindicated drug administered,CONTRAINDICATED DRUG ADMINISTERED,CONTRAINDICATED PRODUCT ADMINISTERED,PRODUCT ADMINISTRATION ERRORS AND ISSUES,MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10074899,10078504,10074899
32261,MINERALOCORTICOID EXCESS SYNDROME,Acquired apparent mineralocorticoid excess,ACQUIRED APPARENT MINERALOCORTICOID EXCESS,ACQUIRED APPARENT MINERALOCORTICOID EXCESS,ADRENAL CORTICAL HYPERFUNCTIONS,ADRENAL GLAND DISORDERS,10014698,10080230,10080230,10080230
32300,PATIENT WAS TREATED WITH DIVALPROEX SODIUM FOR ABDOMINAL MIGRAINE AND IT RELIEVED THE SYMPTOMS,Drug effective for unapproved indication,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,THERAPEUTIC AND NONTHERAPEUTIC RESPONSES,THERAPEUTIC AND NONTHERAPEUTIC EFFECTS (EXCL TOXICITY),10018065,10079317,10079317,10079317
32325,"MYCOPHENOLATE MOFETIL, METHOTREXATE USED FOR TREATMENT OF PUK",Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
32336,PREDNISONE AND MYCOPHENOLATE MOFETIL FOR PANCREAS ALLOGRAFT,Product use in unapproved indication,DRUG USE FOR UNAPPROVED INDICATION,PRODUCT USE IN UNAPPROVED INDICATION,"MEDICATION ERRORS, PRODUCT USE ERRORS AND ISSUES NEC",MEDICATION ERRORS AND OTHER PRODUCT USE ERRORS AND ISSUES,10022117,10053746,10076476,10053746
